Source,Team,Rank,ensembl_gene_id,hgnc_symbol,Target_Choice_Justification,Predicted_Therapeutic_Direction,Data_used_to_support_target_selection,data_synapseID,study,input_data
AMP-AD,MSSM,37,ENSG00000163513,TGFBR2,TGFBR2 up-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of up-regulation of genes associated with AD severity.,"Antagonism predicted to reduce disease progression. TGFBR2 was significantly up-regulated in the parahippocampal area of AD (p=3.358407e-06, FC=1.320293) / Demented (p=0.0008081476, FC=1.294283) / severly Plaqued (p=9.417356e-06, FC=1.406383) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,38,ENSG00000150995,ITPR1,ITPR1 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. ITPR1 was significantly down-regulated in the parahippocampal area of AD (p=9.032223e-07, FC=0.7432568) / Demented (p=0.0001095385, FC=0.7405383) / severly Plaqued (p=1.216568e-05, FC=0.7123725) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,39,ENSG00000067182,TNFRSF1A,TNFRSF1A up-regulated in the parahippocampal area of severely plaqued brains. It was identified in the Bayesian network analysis as an important key driver of up-regulation of genes associated with AD severity.,"Antagonism predicted to reduce disease progression. TNFRSF1A was significantly up-regulated in the parahippocampal area of AD (p=1.891203e-05, FC=1.334216) / Demented (p=0.001008799, FC=1.32781) / severly Plaqued (p=1.598856e-05, FC=1.445486) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,40,ENSG00000117600,LPPR4,LPPR4 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. LPPR4 was significantly down-regulated in the parahippocampal area of AD (p=0.0009172044, FC=0.7835911) / severly Plaqued (p=0.004812918, FC=0.7661339) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,41,ENSG00000120251,GRIA2,GRIA2 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. GRIA2 was significantly down-regulated in the parahippocampal area of AD (p=5.270767e-08, FC=0.7397475) / Demented (p=1.470667e-05, FC=0.729981) / severly Plaqued (p=1.77503e-06, FC=0.7104808) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,42,ENSG00000131100,ATP6V1E1,ATP6V1E1 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of both up- and down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. ATP6V1E1 was significantly down-regulated in the parahippocampal area of AD (p=1.786017e-07, FC=0.740323) / Demented (p=1.987952e-05, FC=0.7230074) / severly Plaqued (p=9.440107e-07, FC=0.6917442) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,43,ENSG00000183117,CSMD1,CSMD1 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of both up- and down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. CSMD1 was significantly down-regulated in the parahippocampal area of AD (p=2.039919e-06, FC=0.7887306) / severly Plaqued (p=7.872068e-06, FC=0.7515184) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,44,ENSG00000185518,SV2B,SV2B down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. SV2B was significantly down-regulated in the parahippocampal area of AD (p=5.572914e-08, FC=0.6228058) / Demented (p=8.802955e-05, FC=0.6479649) / severly Plaqued (p=6.146656e-07, FC=0.568439) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,45,ENSG00000158560,DYNC1I1,DYNC1I1 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. DYNC1I1 was significantly down-regulated in the parahippocampal area of AD (p=7.198245e-09, FC=0.7051656) / Demented (p=1.882059e-05, FC=0.7155705) / severly Plaqued (p=1.253771e-07, FC=0.659424) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,46,ENSG00000163840,DTX3L,DTX3L up-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of up-regulation of genes associated with AD severity.,"Antagonism predicted to reduce disease progression. DTX3L was significantly up-regulated in the parahippocampal area of AD (p=2.226694e-05, FC=1.349028) / Demented (p=0.0001532238, FC=1.405336) / severly Plaqued (p=3.424947e-05, FC=1.449492) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,47,ENSG00000065609,SNAP91,SNAP91 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. SNAP91 was significantly down-regulated in the parahippocampal area of AD (p=6.928434e-08, FC=0.7020832) / Demented (p=0.0002165706, FC=0.7344087) / severly Plaqued (p=3.696086e-06, FC=0.6763478) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,48,ENSG00000128815,WDFY4,WDFY4 up-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of up-regulation of genes associated with AD severity.,"Antagonism predicted to reduce disease progression. WDFY4 was significantly up-regulated in the parahippocampal area of AD (p=3.812552e-05, FC=1.312122) / Demented (p=0.009824205, FC=1.24159) / severly Plaqued (p=0.0003283736, FC=1.349636) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,49,ENSG00000145012,LPP,LPP up-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of up-regulation of genes associated with AD severity.,"Antagonism predicted to reduce disease progression. LPP was significantly up-regulated in the parahippocampal area of AD (p=1.180397e-06, FC=1.316272) / Demented (p=0.001775867, FC=1.24892) / severly Plaqued (p=2.288146e-06, FC=1.405327) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,50,ENSG00000019505,SYT13,SYT13 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. SYT13 was significantly down-regulated in the parahippocampal area of AD (p=1.039904e-06, FC=0.685) / Demented (p=0.0001730496, FC=0.6907092) / severly Plaqued (p=1.178828e-05, FC=0.645575) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,51,ENSG00000166801,FAM111A,FAM111A up-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of up-regulation of genes associated with AD severity.,"Antagonism predicted to reduce disease progression. FAM111A was significantly up-regulated in the parahippocampal area of AD (p=1.179488e-09, FC=1.45483) / Demented (p=2.087668e-05, FC=1.399993) / severly Plaqued (p=1.02717e-07, FC=1.528984) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,52,ENSG00000183255,PTTG1IP,PTTG1IP up-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of up-regulation of genes associated with AD severity.,"Antagonism predicted to reduce disease progression. PTTG1IP was significantly up-regulated in the parahippocampal area of AD (p=1.564679e-07, FC=1.299006) / Demented (p=1.987952e-05, FC=1.323125) / severly Plaqued (p=5.097036e-06, FC=1.339942) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,53,ENSG00000240694,PNMA2,PNMA2 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. PNMA2 was significantly down-regulated in the parahippocampal area of AD (p=4.050094e-07, FC=0.7385711) / Demented (p=0.000179884, FC=0.7514578) / severly Plaqued (p=2.004971e-05, FC=0.7207061) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,54,ENSG00000179542,SLITRK4,SLITRK4 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. SLITRK4 was significantly down-regulated in the parahippocampal area of AD (p=6.461346e-06, FC=0.7179338) / Demented (p=0.0001426124, FC=0.6997962) / severly Plaqued (p=9.078954e-05, FC=0.6913417) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,55,ENSG00000171617,ENC1,ENC1 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. ENC1 was significantly down-regulated in the parahippocampal area of AD (p=1.921254e-06, FC=0.6236031) / Demented (p=0.001614817, FC=0.6712209) / severly Plaqued (p=2.254973e-05, FC=0.5825184) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,56,ENSG00000041353,RAB27B,RAB27B down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. RAB27B was significantly down-regulated in the parahippocampal area of AD (p=3.850108e-07, FC=0.6002672) / Demented (p=0.0003663167, FC=0.6320039) / severly Plaqued (p=2.776139e-05, FC=0.5793799) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,57,ENSG00000106976,DNM1,DNM1 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. DNM1 was significantly down-regulated in the parahippocampal area of AD (p=1.138253e-07, FC=0.6799624) / Demented (p=0.0006172347, FC=0.7293391) / severly Plaqued (p=2.243207e-06, FC=0.6416698) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,58,ENSG00000135926,TMBIM1,TMBIM1 up-regulated in parahippocampal area of demented brains. It was identified in the Bayesian network analysis as an important key driver of up-regulation of genes associated with AD severity.,"Antagonism predicted to reduce disease progression. TMBIM1 was significantly up-regulated in the parahippocampal area of AD (p=0.002002498, FC=1.237987) / Demented (p=0.001712996, FC=1.311072) / severly Plaqued (p=0.006059901, FC=1.270768) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,59,ENSG00000165025,SYK,SYK up-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of up-regulation of genes associated with AD severity.,"Antagonism predicted to reduce disease progression. SYK was significantly up-regulated in the parahippocampal area of AD (p=0.0002132645, FC=1.285298) / Demented (p=0.01141151, FC=1.245262) / severly Plaqued (p=0.0009016102, FC=1.329159) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,60,ENSG00000213719,CLIC1,CLIC1 up-regulated in parahippocampal area of severely plaqued brains. It was identified in the Bayesian network analysis as an important key driver of up-regulation of genes associated with AD severity.,"Antagonism predicted to reduce disease progression. CLIC1 was significantly up-regulated in the parahippocampal area of AD (p=0.005921011, FC=1.283713) / Demented (p=0.001244728, FC=1.442489) / severly Plaqued (p=0.000942722, FC=1.453582) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,61,ENSG00000169933,FRMPD4,FRMPD4 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. FRMPD4 was significantly down-regulated in the parahippocampal area of AD (p=1.981173e-07, FC=0.7015473) / Demented (p=0.0001152005, FC=0.7152943) / severly Plaqued (p=1.003766e-05, FC=0.6789436) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,62,ENSG00000153233,PTPRR,PTPRR down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. PTPRR was significantly down-regulated in the parahippocampal area of AD (p=7.848832e-08, FC=0.7009403) / Demented (p=0.001078874, FC=0.7588728) / severly Plaqued (p=1.611001e-05, FC=0.6925108) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,63,ENSG00000113327,GABRG2,GABRG2 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. GABRG2 was significantly down-regulated in the parahippocampal area of AD (p=4.207757e-07, FC=0.6060417) / Demented (p=0.0001814734, FC=0.62138) / severly Plaqued (p=9.852069e-06, FC=0.568252) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,64,ENSG00000163032,VSNL1,VSNL1 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. VSNL1 was significantly down-regulated in the parahippocampal area of AD (p=7.085912e-09, FC=0.5568949) / Demented (p=6.201273e-05, FC=0.598388) / severly Plaqued (p=5.573545e-07, FC=0.5213711) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,65,ENSG00000135540,NHSL1,NHSL1 up-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of up-regulation of genes associated with AD severity.,"Antagonism predicted to reduce disease progression. NHSL1 was significantly up-regulated in the parahippocampal area of AD (p=2.10158e-07, FC=1.319554) / Demented (p=4.036457e-05, FC=1.328417) / severly Plaqued (p=2.886102e-06, FC=1.380436) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,66,ENSG00000149970,CNKSR2,CNKSR2 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. CNKSR2 was significantly down-regulated in the parahippocampal area of AD (p=2.814788e-06, FC=0.7710738) / Demented (p=0.001307165, FC=0.7959164) / severly Plaqued (p=4.51336e-05, FC=0.7467541) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,67,ENSG00000088538,DOCK3,DOCK3 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. DOCK3 was significantly down-regulated in the parahippocampal area of AD (p=6.179854e-08, FC=0.7974013) / Demented (p=0.0001155052, FC=0.8161877) / severly Plaqued (p=1.482249e-06, FC=0.7734885) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,68,ENSG00000114279,FGF12,FGF12 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. FGF12 was significantly down-regulated in the parahippocampal area of AD (p=1.133858e-08, FC=0.6499993) / Demented (p=8.251301e-06, FC=0.6366721) / severly Plaqued (p=7.797145e-07, FC=0.618462) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,69,ENSG00000156735,BAG4,BAG4 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. BAG4 was significantly down-regulated in the parahippocampal area of AD (p=3.82696e-07, FC=0.7743939) / Demented (p=2.634378e-05, FC=0.7592454) / severly Plaqued (p=1.601973e-05, FC=0.7567179) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,70,ENSG00000176406,RIMS2,RIMS2 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. RIMS2 was significantly down-regulated in the parahippocampal area of AD (p=1.55197e-08, FC=0.7550889) / Demented (p=0.0001621802, FC=0.788417) / severly Plaqued (p=1.9643e-06, FC=0.740577) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,71,ENSG00000050748,MAPK9,MAPK9 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. MAPK9 was significantly down-regulated in the parahippocampal area of AD (p=2.01957e-08, FC=0.7679577) / Demented (p=1.07994e-05, FC=0.7615574) / severly Plaqued (p=8.758995e-07, FC=0.7434265) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,72,ENSG00000144834,TAGLN3,TAGLN3 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. TAGLN3 was significantly down-regulated in the parahippocampal area of AD (p=5.187912e-08, FC=0.6122114) / Demented (p=8.138375e-05, FC=0.6364723) / severly Plaqued (p=3.220816e-06, FC=0.5817028) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,73,ENSG00000187672,ERC2,ERC2 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. ERC2 was significantly down-regulated in the parahippocampal area of AD (p=5.521156e-07, FC=0.7792943) / severly Plaqued (p=2.244814e-05, FC=0.7635176) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,74,ENSG00000072201,LNX1,LNX1 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression.  LNX1 was significantly down-regulated in the parahippocampal area of AD (p=6.441018e-08, FC=0.6723373) / Demented (p=6.74158e-05, FC=0.6897466) / severly Plaqued (p=2.760758e-06, FC=0.6421265) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,75,ENSG00000165434,PGM2L1,PGM2L1 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. PGM2L1 was significantly down-regulated in the parahippocampal area of AD (p=5.743068e-06, FC=0.6852127) / Demented (p=0.00136998, FC=0.7101434) / severly Plaqued (p=0.0002789574, FC=0.6756578) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,76,ENSG00000137693,YAP1,YAP1 up-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of up-regulation of genes associated with AD severity.,"Antagonism predicted to reduce disease progression. YAP1 was significantly up-regulated in the parahippocampal area of AD (p=8.317937e-08, FC=1.390647) / Demented (p=6.533164e-05, FC=1.361967) / severly Plaqued (p=2.656816e-07, FC=1.508554) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,77,ENSG00000196876,SCN8A,SCN8A down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. SCN8A was significantly down-regulated in the parahippocampal area of AD (p=4.276784e-08, FC=0.6944816) / Demented (p=5.74951e-05, FC=0.7124482) / severly Plaqued (p=1.714317e-06, FC=0.6647684) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,78,ENSG00000164050,PLXNB1,PLXNB1 up-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of up-regulation of genes associated with AD severity.,"Antagonism predicted to reduce disease progression. PLXNB1 was significantly up-regulated in the parahippocampal area of AD (p=4.046522e-07, FC=1.376309) / Demented (p=0.0008747151, FC=1.309282) / severly Plaqued (p=1.02703e-05, FC=1.430462) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,79,ENSG00000061918,GUCY1B3,GUCY1B3 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. GUCY1B3 was significantly down-regulated in the parahippocampal area of AD (p=6.436517e-07, FC=0.7191426) / Demented (p=4.384755e-05, FC=0.7046627) / severly Plaqued (p=1.420383e-05, FC=0.6904615) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,80,ENSG00000137076,TLN1,TLN1 up-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of up-regulation of genes associated with AD severity.,"Antagonism predicted to reduce disease progression. TLN1 was significantly up-regulated in the parahippocampal area of AD (p=2.278934e-07, FC=1.31974) / Demented (p=0.0003089008, FC=1.277144) / severly Plaqued (p=1.626816e-06, FC=1.394399) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,81,ENSG00000185760,KCNQ5,KCNQ5 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. KCNQ5 was significantly down-regulated in the parahippocampal area of AD (p=3.405914e-06, FC=0.6740486) / Demented (p=0.0001653708, FC=0.666439) / severly Plaqued (p=1.646244e-05, FC=0.6275534) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,82,ENSG00000164692,COL1A2,COL1A2 up-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of up-regulation of genes associated with AD severity.,"Antagonism predicted to reduce disease progression. COL1A2 was significantly up-regulated in the parahippocampal area of AD (p=1.420385e-05, FC=1.612865) / Demented (p=0.004339061, FC=1.483517) / severly Plaqued (p=6.054039e-05, FC=1.744157) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,83,ENSG00000110427,KIAA1549L,KIAA1549L down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. KIAA1549L was significantly down-regulated in the parahippocampal area of AD (p=3.584666e-07, FC=0.703527) / Demented (p=0.000239643, FC=0.7238992) / severly Plaqued (p=2.440093e-05, FC=0.6878071) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,84,ENSG00000124782,RREB1,RREB1 up-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of up-regulation of genes associated with AD severity.,"Antagonism predicted to reduce disease progression. RREB1 was significantly up-regulated in the parahippocampal area of AD (p=7.638577e-08, FC=1.391521) / Demented (p=4.010196e-05, FC=1.383621) / severly Plaqued (p=1.012749e-06, FC=1.475276) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,85,ENSG00000138496,PARP9,PARP9 up-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of up-regulation of genes associated with AD severity.,"Antagonism predicted to reduce disease progression. PARP9 was significantly up-regulated in the parahippocampal area of AD (p=9.5197e-06, FC=1.325193) / Demented (p=0.0001329622, FC=1.361941) / severly Plaqued (p=2.090835e-05, FC=1.410772) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,86,ENSG00000177511,ST8SIA3,ST8SIA3 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. ST8SIA3 was significantly down-regulated in the parahippocampal area of AD (p=1.262285e-05, FC=0.724544) / Demented (p=0.0004737995, FC=0.7208439) / severly Plaqued (p=0.0003244326, FC=0.7115014) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
